"File Path: S:\Durabler\Certificates\Testdataexport\PQR #3 6A 10-24-25 14 06 42 PM\Crack Size Check Command - Data Acquisition 1 - (Timed).csv   "
"Test: ASTM E1290 CTOD 35"
"Test Run: PQR #3 6A"
"Date: 10/16/2025 1:26:54 PM"
""
""
"CycleCount","Axial COD ","Axial Force ","Running Time ","Axial Integer Count ","Rollover Running Time "
"CycleCount","mm","kN","sec","cycles","sec"
"1","0.00794005427451339","-2.81451513671875","0.07421875","0","0.07421875"
"1","0.00203490253625205","-6.33488525390625","0.12418619543314","0","0.12418619543314"
"1","-0.0048766137297207","-9.78493359375","0.17415364086628","0","0.17415364086628"
"1","-0.0117838380901958","-13.20830078125","0.22412109375","0","0.22412109375"
"1","-0.0178871159732807","-16.625353515625","0.274088531732559","0","0.274088531732559"
"1","-0.0248937612923328","-20.032822265625","0.324055999517441","0","0.324055999517441"
"1","-0.0316185942210723","-23.455078125","0.3740234375","0","0.3740234375"
"1","-0.0380573255824856","-26.88602734375","0.423990875482559","0","0.423990875482559"
"1","-0.0452363492513541","-30.339705078125","0.473958343267441","0","0.473958343267441"
"1","-0.0513811100972816","-33.749921875","0.52392578125","0","0.52392578125"
"1","-0.0582461361773312","-37.19034375","0.573893249034882","0","0.573893249034882"
"1","-0.0648901477688923","-40.5773515625","0.623860657215118","0","0.623860657215118"
"1","-0.0712616456439719","-44.00331640625","0.673828125","0","0.673828125"
"1","-0.0783061987021938","-47.42853125","0.723795592784882","0","0.723795592784882"
"1","-0.0846297771204263","-50.83169140625","0.773763000965118","0","0.773763000965118"
"1","-0.091326714027673","-54.28621484375","0.82373046875","0","0.82373046875"
"1","-0.0985078804660589","-57.70299609375","0.873697936534882","0","0.873697936534882"
"1","-0.104746344732121","-61.1341796875","0.923665344715118","0","0.923665344715118"
"1","-0.111801622551866","-64.5373828125","0.9736328125","0","0.9736328125"
"1","-0.118522882985417","-67.928296875","1.02360022068024","0","1.02360022068024"
"1","-0.115281342004891","-66.3438515625","1.07356774806976","0.5","1.07356774806976"
"1","-0.108819011074957","-62.96042578125","1.12353515625","0.5","1.12353515625"
"1","-0.10182594996877","-59.5837421875","1.17350256443024","0.5","1.17350256443024"
"1","-0.0954165443545207","-56.1623046875","1.22347009181976","0.5","1.22347009181976"
"1","-0.0888719587237574","-52.7745234375","1.2734375","0.5","1.2734375"
"1","-0.081829544797074","-49.355078125","1.32340490818024","0.5","1.32340490818024"
"1","-0.0755166984163225","-45.93836328125","1.37337243556976","0.5","1.37337243556976"
"1","-0.0684943224769086","-42.5170625","1.42333984375","0.5","1.42333984375"
"1","-0.061804530560039","-39.104625","1.47330725193024","0.5","1.47330725193024"
"1","-0.0555710794287734","-35.72302734375","1.52327477931976","0.5","1.52327477931976"
"1","-0.0485329619550612","-32.3103828125","1.5732421875","0.5","1.5732421875"
"1","-0.042194365960313","-28.90973046875","1.62320959568024","0.5","1.62320959568024"
"1","-0.0356576456397306","-25.48257421875","1.67317712306976","0.5","1.67317712306976"
"1","-0.0285179612546926","-22.069482421875","1.72314453125","0.5","1.72314453125"
"1","-0.0224919313041028","-18.63153125","1.77311193943024","0.5","1.77311193943024"
"1","-0.0153036125993822","-15.2430224609375","1.82307946681976","0.5","1.82307946681976"
"1","-0.00886845555214677","-11.867419921875","1.873046875","0.5","1.873046875"
"1","-0.00232172010328213","-8.49843359375","1.92301428318024","0.5","1.92301428318024"
"1","0.00451898586106836","-5.10971044921875","1.97298181056976","0.5","1.97298181056976"
"1","0.0105535982584115","-1.82098657226563","2.02294921875","0.5","2.02294921875"
"2","0.00949430432228837","-2.98847241210937","2.19759106636047","1","2.19759106636047"
"2","0.00233602531807264","-6.459369140625","2.24755859375","1","2.24755859375"
"2","-0.00461840636489796","-9.9013935546875","2.29752612113953","1","2.29752612113953"
"2","-0.0111801628008834","-13.34193359375","2.34749341011047","1","2.34749341011047"
"2","-0.0183792108146008","-16.78480859375","2.3974609375","1","2.3974609375"
"2","-0.0247249608946731","-20.222248046875","2.44742846488953","1","2.44742846488953"
"2","-0.0313947202812415","-23.64130859375","2.49739575386047","1","2.49739575386047"
"2","-0.0382211219402961","-27.03628125","2.54736328125","1","2.54736328125"
"2","-0.0443351273133885","-30.45105078125","2.59733080863953","1","2.59733080863953"
"2","-0.0513031482114457","-33.87732421875","2.64729809761047","1","2.64729809761047"
"2","-0.0579943662160076","-37.31241015625","2.697265625","1","2.697265625"
"2","-0.0644788742647506","-40.74462109375","2.74723315238953","1","2.74723315238953"
"2","-0.0716707727406174","-44.1812578125","2.79720044136047","1","2.79720044136047"
"2","-0.0779292604420334","-47.59883984375","2.84716796875","1","2.84716796875"
"2","-0.0849494899739511","-51.0227890625","2.89713549613953","1","2.89713549613953"
"2","-0.0913531766855158","-54.432328125","2.94710278511047","1","2.94710278511047"
"2","-0.0981202101684175","-57.83257421875","2.9970703125","1","2.9970703125"
"2","-0.104996681329794","-61.2768125","3.04703783988953","1","3.04703783988953"
"2","-0.111443994683214","-64.69616015625","3.09700512886047","1","3.09700512886047"
"2","-0.118083000415936","-68.131515625","3.14697265625","1","3.14697265625"
"2","-0.114599701191764","-66.23671875","3.19694018363953","1.5","3.19694018363953"
"2","-0.107584477518685","-62.84285546875","3.24690747261047","1.5","3.24690747261047"
"2","-0.101383207947947","-59.41332421875","3.296875","1.5","3.296875"
"2","-0.0944516650633886","-56.013890625","3.34684252738953","1.5","3.34684252738953"
"2","-0.0877211059560068","-52.58605859375","3.39680981636047","1.5","3.39680981636047"
