"File Path: S:\Durabler\Certificates\Testdataexport\PQR #3 5A 10-24-25 14 05 31 PM\Data Acquisition 1 - (Timed).csv   "
"Test: ASTM E1290 CTOD 35"
"Test Run: PQR #3 5A"
"Date: 10/16/2025 1:25:59 PM"
""
""
"Axial COD ","Axial Displacement ","Axial Force ","Running Time "
"mm","mm","kN","sec"
"0.00546526916878065","55.5711388587952","-0.489835021972656","1565.23889160156"
"0.00542020779903396","55.572222918272","-0.50784619140625","1565.28881835938"
"0.00523495691595599","55.5712170898914","-0.497841918945312","1565.3388671875"
"0.00525927544003935","55.5722787976265","-0.471698760986328","1565.38879394531"
"0.00527572638020501","55.5730722844601","-0.482359466552734","1565.43872070313"
"0.00516414638696006","55.5727109313011","-0.471154907226563","1565.48876953125"
"0.00533008596903528","55.572122335434","-0.477164642333984","1565.53869628906"
"0.00540161136086681","55.5717684328556","-0.485925842285156","1565.58862304688"
"0.0053958892749506","55.5725730955601","-0.479245269775391","1565.638671875"
"0.00546526916878065","55.572010576725","-0.456006103515625","1565.68859863281"
"0.00539731991011649","55.5729381740093","-0.461856811523437","1565.73852539063"
"0.0055654049901932","55.5725991725922","-0.463211090087891","1565.78857421875"
"0.00534510627403506","55.5733479559422","-0.469625152587891","1565.83850097656"
"0.00556111353944289","55.5723309516907","-0.472784210205078","1565.88842773438"
"0.00543594342161668","55.5723421275616","-0.478732055664063","1565.9384765625"
"0.00563907633477356","55.5725432932377","-0.464940399169922","1565.98840332031"
"0.00556397435502731","55.5721893906593","-0.459262512207031","1566.03833007813"
"0.00555610677110963","55.5716082453728","-0.472492492675781","1566.08837890625"
"0.00567483903068933","55.5725507438183","-0.462174407958984","1566.13830566406"
"0.0056033136388578","55.5704459547997","-0.485382629394531","1566.18823242188"
"0.00541734698344953","55.5723533034325","-0.479508697509766","1566.23828125"
"0.00573062879993813","55.573008954525","-0.488776153564453","1566.28820800781"
"0.00550746926819556","55.5718205869198","-0.492309051513672","1566.33813476563"
"0.00565981872568955","55.5732175707817","-0.496264587402344","1566.38818359375"
"0.00561833394385758","55.5722415447235","-0.497164276123047","1566.43811035156"
"0.00568914401810616","55.5721186101437","-0.511144165039062","1566.48803710938"
"0.00563621506444179","55.5713437497616","-0.513962646484375","1566.5380859375"
"0.0055217742556124","55.5710271000862","-0.517812377929687","1566.58801269531"
"0.00552034362044651","55.571973323822","-0.5408828125","1566.63793945313"
"0.00565838809052366","55.5713959038258","-0.553099487304687","1566.68798828125"
"0.00551819812244503","55.5723123252392","-0.571308410644531","1566.73791503906"
"0.0055274963415286","55.5710308253765","-0.579715942382813","1566.78784179688"
"0.00554966936761048","55.5698089301586","-0.598145385742188","1566.837890625"
"0.00545454031453119","55.5707067251205","-0.623963684082031","1566.88781738281"
"0.00553750987819512","55.5702447891235","-0.621139404296875","1566.93774414063"
"0.00530791294295341","55.5703938007355","-0.654109313964844","1566.98779296875"
"0.00540232667844975","55.5710457265377","-0.664930297851563","1567.03771972656"
"0.00548458092453075","55.568590760231","-0.684420654296875","1567.08764648438"
"0.00510048857904621","55.5694922804832","-0.723147644042969","1567.1376953125"
"0.00523567177879158","55.5678978562355","-0.737438537597656","1567.18762207031"
"0.0051269530558784","55.5675402283669","-0.765700866699219","1567.23754882813"
"0.00529932958670543","55.5667467415333","-0.792505981445312","1567.28759765625"
"0.00527215024703764","55.5674731731415","-0.799395446777344","1567.33752441406"
"0.00506186506754602","55.5678457021713","-0.843696228027344","1567.38745117188"
"0.00511336338604451","55.5665194988251","-0.858557250976563","1567.4375"
"0.00526785834153998","55.5675327777863","-0.895343872070313","1567.48742675781"
"0.00494098685521749","55.5662773549557","-0.925255310058594","1567.53735351563"
"0.00485301006847294","55.5667132139206","-0.946017456054688","1567.58740234375"
"0.0049209593271371","55.5649697780609","-0.986220092773437","1567.63732910156"
"0.00487947454530513","55.5654540657997","-1.0104873046875","1567.68725585938"
"0.00484228121422348","55.5663295090199","-1.02718884277344","1567.7373046875"
"0.00460910814581439","55.5646270513535","-1.07270373535156","1567.78723144531"
"0.00472927104055998","55.5656850337982","-1.1015322265625","1567.83715820313"
"0.00483083704239107","55.564071983099","-1.13893688964844","1567.88720703125"
"0.0043880941120733","55.5634088814259","-1.16086218261719","1567.93713378906"
"0.00459051125289989","55.5623881518841","-1.20668383789063","1567.98706054688"
"0.00443172439190676","55.5620491504669","-1.26573400878906","1568.037109375"
"0.00438666347690742","55.5625818669796","-1.30265087890625","1568.08703613281"
"0.00448536866315408","55.5608123540878","-1.33992602539063","1568.13696289063"
"0.00405406944992137","55.5618368089199","-1.36771740722656","1568.18701171875"
"0.00425148027716205","55.5598922073841","-1.42410571289062","1568.23693847656"
"0.00419139860241557","55.5594861507416","-1.47921569824219","1568.28686523438"
"0.00387597083317814","55.5604211986065","-1.52223168945312","1568.3369140625"
"0.00421643244408187","55.5569864809513","-1.55636694335937","1568.38684082031"
"0.00371932992493385","55.5587150156498","-1.60047485351563","1568.43676757813"
"0.00369000440514355","55.5576644837856","-1.64754113769531","1568.48681640625"
"0.00396180166717386","55.5555894970894","-1.68147253417969","1568.53674316406"
"0.00375008585251635","55.5567964911461","-1.7268642578125","1568.58666992188"
"0.0037465094919753","55.5568337440491","-1.79409387207031","1568.63671875"
"0.0034246445466124","55.5545501410961","-1.83322546386719","1568.68664550781"
"0.00337815276907349","55.5567555129528","-1.87427001953125","1568.73657226563"
"0.00368142127626925","55.5544309318066","-1.91633435058594","1568.78662109375"
"0.00303769115816976","55.5536337196827","-1.95522570800781","1568.83654785156"
