"File Path: S:\Durabler\Certificates\Testdataexport\PQR #3 5B 10-24-25 14 05 52 PM\Data Acquisition 1 - (Timed).csv   "
"Test: ASTM E1290 CTOD 35"
"Test Run: PQR #3 5B"
"Date: 10/16/2025 1:26:25 PM"
""
""
"Axial COD ","Axial Displacement ","Axial Force ","Running Time "
"mm","mm","kN","sec"
"0.00459551802123315","55.5652305483818","-0.508852783203125","1772.96789550781"
"0.00546526916878065","55.5651262402534","-0.509782775878906","1773.01782226563"
"0.00471782686872757","55.5630177259445","-0.467631225585938","1773.06787109375"
"0.00547099125469686","55.5658638477325","-0.383138366699219","1773.11779785156"
"0.00553894051336101","55.5673912167549","-0.32689453125","1773.16772460938"
"0.00515985493620974","55.5665343999863","-0.266365539550781","1773.2177734375"
"0.00608324990025721","55.5664263665676","-0.258819793701172","1773.26770019531"
"0.00537371624886873","55.5671378970146","-0.253990234375","1773.31762695313"
"0.00556683562535909","55.5671937763691","-0.25216796875","1773.36767578125"
"0.00589370711168158","55.568590760231","-0.210123474121094","1773.41760253906"
"0.0053594112614519","55.5684305727482","-0.183307052612305","1773.46752929688"
"0.00629639635008061","55.5697977542877","-0.108421447753906","1773.517578125"
"0.0063042639339983","55.5716827511787","-0.0670391464233398","1773.56750488281"
"0.00521779065820738","55.5717386305332","-0.054478515625","1773.61743164063"
"0.00677561774864444","55.5706769227982","-0.0469374504089356","1773.66748046875"
"0.00576353068026947","55.5711425840855","-0.0423392791748047","1773.71740722656"
"0.00577497485210188","55.5712170898914","-0.0339163970947266","1773.76733398438"
"0.00676345825922908","55.5710569024086","-0.0359357070922852","1773.8173828125"
"0.00535368917553569","55.5716827511787","-0.0153000736236572","1773.86730957031"
"0.00642085069557652","55.5727891623974","0.0124928331375122","1773.91723632813"
"0.00701451290296973","55.5735267698765","-0.00553506898880005","1773.96728515625"
"0.00541806230103248","55.5735044181347","0.0247433338165283","1774.01721191406"
"0.00720763227946009","55.5734746158123","0.0104411878585815","1774.06713867188"
"0.00599741952100885","55.5736199021339","0.0278283386230469","1774.1171875"
"0.00574064233660465","55.5744394659996","0.0155088338851929","1774.16711425781"
"0.00758886335461284","55.5759780108929","0.0280241794586182","1774.21704101563"
"0.00536656398253399","55.5756278336048","0.0331979103088379","1774.26708984375"
"0.00665044763081823","55.5759184062481","0.0238736534118652","1774.31701660156"
"0.00666618325340096","55.5767714977264","0.018263801574707","1774.36694335938"
"0.00538587573828408","55.5763691663742","0.00978230571746826","1774.4169921875"
"0.00733923934603808","55.5766597390175","0.0091403923034668","1774.46691894531"
"0.00568628320252174","55.5763021111488","0.0129900722503662","1774.51684570313"
"0.00576353068026947","55.577427148819","0.0221788482666016","1774.56689453125"
"0.00727415090295835","55.5782094597816","0.0263122634887695","1774.61682128906"
"0.00504112222188269","55.5788688361645","0.0299647350311279","1774.66674804688"
"0.00717258444637991","55.5791854858398","0.0288049774169922","1774.716796875"
"0.00631284729024628","55.5790029466152","0.0189317054748535","1774.76672363281"
"0.00580716141485027","55.5784553289413","0.0181883373260498","1774.81665039063"
"0.00751805328036426","55.5795058608055","0.0220960483551025","1774.86669921875"
"0.00567340839552344","55.5791929364204","0.0235434989929199","1774.91662597656"
"0.00649595267532277","55.5787310004234","0.0201421642303467","1774.96655273438"
"0.0074372292147018","55.5800013244152","0.0228333358764648","1775.0166015625"
"0.00545024886378087","55.5797144770622","0.00673609495162964","1775.06652832031"
"0.0076189039646124","55.5805265903473","0.00746939516067505","1775.11645507813"
"0.00593233107792912","55.580198764801","0.00676487874984741","1775.16650390625"
"0.00602030740992632","55.5807426571846","0.0193327579498291","1775.21643066406"
"0.0074315071287856","55.5803515017033","0.0181284694671631","1775.26635742188"
"0.00544166550753289","55.5809624493122","0.023179235458374","1775.31640625"
"0.00674343118589604","55.581696331501","0.0220064964294434","1775.36633300781"
"0.00667047515889863","55.5817186832428","0.0181893253326416","1775.41625976563"
"0.00560832040719106","55.5825755000114","0.0224974193572998","1775.46630859375"
"0.00756382951294654","55.581346154213","0.0124342470169067","1775.51623535156"
"0.0055847167459433","55.581983178854","0.0133009881973267","1775.56616210938"
"0.00645160662315902","55.5810034275055","0.0146141242980957","1775.6162109375"
"0.00704598414813518","55.5821843445301","0.0122522897720337","1775.66613769531"
"0.00510263453179505","55.5820055305958","0.028146183013916","1775.71606445313"
"0.00720834714229568","55.5832237005234","0.0248919677734375","1775.76611328125"
"0.00627207737124991","55.5835478007793","0.0161155605316162","1775.81604003906"
"0.00571989994568867","55.5828176438808","0.0277206268310547","1775.86596679688"
"0.00754094116928172","55.5817075073719","0.0169548282623291","1775.916015625"
"0.0051519868975447","55.5829405784607","0.013999683380127","1775.96594238281"
"0.0070924756983004","55.5825009942055","0.01184250831604","1776.01586914063"
"0.00684070573697682","55.5823557078838","0.0282422256469727","1776.06591796875"
"0.00555539145352668","55.5823631584644","0.018985315322876","1776.11584472656"
"0.00758743271944695","55.5837862193584","0.0209497356414795","1776.16577148438"
"0.00590586660109693","55.5829592049122","0.0186531829833984","1776.2158203125"
"0.00643873227090808","55.5829554796219","0.0162448406219482","1776.26574707031"
"0.00743222244636854","55.5836036801338","0.0165023803710938","1776.31567382813"
"0.00530433635503869","55.5829666554928","0.0235279273986816","1776.36572265625"
"0.00726556800145772","55.58255687356","0.0214938621520996","1776.41564941406"
"0.00615048429608578","55.5838793516159","0.0295448246002197","1776.46557617188"
"0.00596809377384488","55.5830635130405","0.0122264165878296","1776.515625"
"0.00747370722820051","55.5837079882622","0.0189572010040283","1776.56555175781"
