"File Path: S:\Durabler\Certificates\Testdataexport\PQR #3 4B All Weld 10-24-25 14 04 51 PM\Data Acquisition 1 - (Timed).csv   "
"Test: ASTM E1290 CTOD 35"
"Test Run: PQR #3 4B All Weld"
"Date: 10/15/2025 10:37:56 AM"
""
""
"Axial COD ","Axial Displacement ","Axial Force ","Running Time "
"mm","mm","kN","sec"
"0.00632143019174691","52.7439005672932","-0.508713958740234","1829.2177734375"
"0.00770902624935843","52.7448877692223","-0.514980041503906","1829.26770019531"
"0.00697445875630365","52.7447611093521","-0.512324768066406","1829.31762695313"
"0.00693511947247316","52.7442283928394","-0.516667114257813","1829.36767578125"
"0.00762534136811155","52.7438670396805","-0.530252563476562","1829.41760253906"
"0.00629353507974884","52.7441203594208","-0.524538635253906","1829.46752929688"
"0.0070173741733015","52.7429282665253","-0.523525329589844","1829.517578125"
"0.00715041142029804","52.7436807751656","-0.536823547363281","1829.56750488281"
"0.0063607694755774","52.7425706386566","-0.549635559082031","1829.61743164063"
"0.00749731043470092","52.7435317635536","-0.5351767578125","1829.66748046875"
"0.00671339057589648","52.7434572577477","-0.547493835449219","1829.71740722656"
"0.00690436354489066","52.7425333857536","-0.543540283203125","1829.76733398438"
"0.0073499677455402","52.7427569031715","-0.547312866210938","1829.8173828125"
"0.00636219965599594","52.7426637709141","-0.559486999511719","1829.86730957031"
"0.00752592086428194","52.7418479323387","-0.562125183105469","1829.91723632813"
"0.00688719728714204","52.7414083480835","-0.565591735839844","1829.96728515625"
"0.00660967816656921","52.7419000864029","-0.567844543457031","1830.01721191406"
"0.00760388365961262","52.7414940297604","-0.567686462402344","1830.06713867188"
"0.00643730163574219","52.741251885891","-0.58405322265625","1830.1171875"
"0.00748515140003292","52.740853279829","-0.580967712402344","1830.16711425781"
"0.00705027559888549","52.7406260371208","-0.597292419433594","1830.21704101563"
"0.00640225425740937","52.7406334877014","-0.601976379394531","1830.26708984375"
"0.00738358494345448","52.7410730719566","-0.61057080078125","1830.31701660156"
"0.00654602035865537","52.7402684092522","-0.608000427246094","1830.36694335938"
"0.00660109526506858","52.7395904064178","-0.619760559082031","1830.4169921875"
"0.00725197787687648","52.739679813385","-0.616675659179687","1830.46691894531"
"0.00615262979408726","52.7396611869335","-0.633103149414063","1830.51684570313"
"0.00736355787012144","52.7388267219067","-0.626771301269531","1830.56689453125"
"0.00675344472256256","52.7387149631977","-0.629476318359375","1830.61682128906"
"0.00672125815981417","52.7390688657761","-0.648105712890625","1830.66674804688"
"0.00758886335461284","52.7385361492634","-0.651724670410156","1830.716796875"
"0.00646519674774026","52.7376160025597","-0.668001647949219","1830.76672363281"
"0.00706028959029936","52.7382008731365","-0.671914794921875","1830.81665039063"
"0.00720906245987862","52.7373403310776","-0.682388671875","1830.86669921875"
"0.00652742392048822","52.7366884052753","-0.683482116699219","1830.91662597656"
"0.00726771349945921","52.7364015579224","-0.68414990234375","1830.96655273438"
"0.00656104066365515","52.7369305491447","-0.700458862304688","1831.0166015625"
"0.00690150272930623","52.736334502697","-0.698390014648438","1831.06652832031"
"0.00730776764612528","52.7370795607567","-0.703682922363281","1831.11645507813"
"0.0064666269281588","52.7356043457985","-0.721572814941406","1831.16650390625"
"0.00692653657097253","52.7357570827007","-0.70981884765625","1831.21643066406"
"0.00697588939146954","52.7357198297977","-0.730460754394531","1831.26635742188"
"0.00651454911348992","52.7358055114746","-0.751761474609375","1831.31640625"
"0.00712037081029848","52.7347810566425","-0.746988098144531","1831.36633300781"
"0.00625777238383307","52.7343414723873","-0.764238098144531","1831.41625976563"
"0.00679707545714336","52.7352429926395","-0.749897277832031","1831.46630859375"
"0.00683784492139239","52.7338646352291","-0.782783874511719","1831.51623535156"
"0.00645947466182406","52.733700722456","-0.7748408203125","1831.56616210938"
"0.00692224512022221","52.7326501905918","-0.782677978515625","1831.6162109375"
"0.00636506092632771","52.7334846556187","-0.779751831054687","1831.66613769531"
"0.00642442682874389","52.7333579957485","-0.806238952636719","1831.71606445313"
"0.00693154333930579","52.7318120002747","-0.821578002929688","1831.76611328125"
"0.00639295558357844","52.7315028011799","-0.825761047363281","1831.81604003906"
"0.00691008563080686","52.7304299175739","-0.827040344238281","1831.86596679688"
"0.00673198701406363","52.7304969727993","-0.839730346679687","1831.916015625"
"0.00648164768790593","52.7306646108627","-0.847128540039063","1831.96594238281"
"0.00688290583639173","52.7303516864777","-0.857488342285156","1832.01586914063"
"0.00635790820524562","52.7296587824821","-0.869152587890625","1832.06591796875"
"0.00665545485389885","52.7301318943501","-0.879200134277344","1832.11584472656"
"0.00679349886922864","52.7296923100948","-0.884451049804687","1832.16577148438"
"0.0062484741647495","52.7292899787426","-0.899953002929687","1832.2158203125"
"0.00694727896188851","52.7281872928143","-0.906309143066406","1832.26574707031"
"0.00663971923131612","52.7286343276501","-0.927084411621094","1832.31567382813"
"0.00656819338473724","52.7276024222374","-0.946595336914063","1832.36572265625"
"0.00689291937305825","52.7272038161755","-0.943400817871094","1832.41564941406"
"0.00645160662315902","52.726436406374","-0.958076965332031","1832.46557617188"
"0.00679707545714336","52.7270138263702","-0.950351196289063","1832.515625"
"0.00656604788673576","52.725113928318","-0.971172302246094","1832.56555175781"
"0.00634074194749701","52.7251847088337","-0.993376342773438","1832.61547851563"
"0.00680279754305957","52.7246557176113","-0.996483642578125","1832.66552734375"
"0.00619053844275186","52.725225687027","-1.01386999511719","1832.71545410156"
"0.0063350198615808","52.7235791087151","-1.01990283203125","1832.76538085938"
"0.00682425479681115","52.7237467467785","-1.04283666992187","1832.8154296875"
